1644515598253	PolyGesture	ExperimentStarted	Asia
1644515601882	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he stroXlled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to beX when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 0 516 516

1644515601886	PolyGesture	InputEvent	SelectionChanged 81 81

1644515601887	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he stroXlled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to beX when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 81 1 0

1644515601891	PolyGesture	InputEvent	SelectionChanged 81 81

1644515601899	PolyGesture	InputEvent	BeginBatchEdit

1644515601904	PolyGesture	InputEvent	BeginBatchEdit

1644515601905	PolyGesture	InputEvent	BeginBatchEdit

1644515601926	PolyGesture	InputEvent	BeginBatchEdit

1644515601927	PolyGesture	InputEvent	BeginBatchEdit

1644515601929	PolyGesture	InputEvent	BeginBatchEdit

1644515601929	PolyGesture	InputEvent	BeginBatchEdit

1644515601931	PolyGesture	InputEvent	BeginBatchEdit

1644515601932	PolyGesture	InputEvent	BeginBatchEdit

1644515601933	PolyGesture	InputEvent	BeginBatchEdit

1644515601935	PolyGesture	InputEvent	BeginBatchEdit

1644515601936	PolyGesture	InputEvent	BeginBatchEdit

1644515602134	PolyGesture	InputEvent	BeginBatchEdit

1644515602136	PolyGesture	InputEvent	BeginBatchEdit

1644515602557	PolyGesture	InputEvent	TouchEvent (cursorPosition=81): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=383.0, y[0]=134.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89796681, downTime=89796681, deviceId=6, source=0x1002, displayId=0 }
1644515602623	PolyGesture	InputEvent	TouchEvent (cursorPosition=81): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=383.0, y[0]=134.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89796755, downTime=89796681, deviceId=6, source=0x1002, displayId=0 }
1644515602635	PolyGesture	InputEvent	SelectionChanged 134 134

1644515602657	PolyGesture	InputEvent	BeginBatchEdit

1644515602684	PolyGesture	InputEvent	BeginBatchEdit

1644515602887	PolyGesture	InputEvent	BeginBatchEdit

1644515602897	PolyGesture	InputEvent	BeginBatchEdit

1644515602922	PolyGesture	InputEvent	BeginBatchEdit

1644515603342	PolyGesture	InputEvent	SelectionChanged 133 133

1644515603370	PolyGesture	InputEvent	BeginBatchEdit

1644515603388	PolyGesture	InputEvent	BeginBatchEdit

1644515603488	PolyGesture	InputEvent	SelectionChanged 132 132

1644515603514	PolyGesture	InputEvent	BeginBatchEdit

1644515603533	PolyGesture	InputEvent	BeginBatchEdit

1644515603735	PolyGesture	InputEvent	BeginBatchEdit

1644515603737	PolyGesture	InputEvent	BeginBatchEdit

1644515604278	PolyGesture	InputEvent	BeginBatchEdit

1644515604311	PolyGesture	InputEvent	SelectionChanged 0 0

1644515604313	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to beX when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 0 515 515

1644515604317	PolyGesture	InputEvent	SelectionChanged 131 131

1644515604318	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to beX when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 131 1 0

1644515604323	PolyGesture	InputEvent	SelectionChanged 131 131

1644515604331	PolyGesture	InputEvent	BeginBatchEdit

1644515604335	PolyGesture	InputEvent	BeginBatchEdit

1644515604337	PolyGesture	InputEvent	BeginBatchEdit

1644515604364	PolyGesture	InputEvent	BeginBatchEdit

1644515604364	PolyGesture	InputEvent	BeginBatchEdit

1644515604367	PolyGesture	InputEvent	BeginBatchEdit

1644515604367	PolyGesture	InputEvent	BeginBatchEdit

1644515604368	PolyGesture	InputEvent	BeginBatchEdit

1644515604370	PolyGesture	InputEvent	BeginBatchEdit

1644515604372	PolyGesture	InputEvent	BeginBatchEdit

1644515604372	PolyGesture	InputEvent	BeginBatchEdit

1644515604397	PolyGesture	InputEvent	BeginBatchEdit

1644515604573	PolyGesture	InputEvent	BeginBatchEdit

1644515604576	PolyGesture	InputEvent	BeginBatchEdit

1644515604892	PolyGesture	InputEvent	TouchEvent (cursorPosition=131): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=738.0, y[0]=282.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89799016, downTime=89799016, deviceId=6, source=0x1002, displayId=0 }
1644515604952	PolyGesture	InputEvent	TouchEvent (cursorPosition=131): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=738.0, y[0]=282.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89799084, downTime=89799016, deviceId=6, source=0x1002, displayId=0 }
1644515604964	PolyGesture	InputEvent	SelectionChanged 369 369

1644515604985	PolyGesture	InputEvent	BeginBatchEdit

1644515605006	PolyGesture	InputEvent	BeginBatchEdit

1644515605203	PolyGesture	InputEvent	BeginBatchEdit

1644515605214	PolyGesture	InputEvent	BeginBatchEdit

1644515605242	PolyGesture	InputEvent	BeginBatchEdit

1644515605804	PolyGesture	InputEvent	SelectionChanged 312 312

1644515605839	PolyGesture	InputEvent	BeginBatchEdit

1644515605849	PolyGesture	InputEvent	BeginBatchEdit

1644515606053	PolyGesture	InputEvent	BeginBatchEdit

1644515606055	PolyGesture	InputEvent	BeginBatchEdit

1644515606074	PolyGesture	InputEvent	BeginBatchEdit

1644515606662	PolyGesture	InputEvent	BeginBatchEdit

1644515606683	PolyGesture	InputEvent	SelectionChanged 0 0

1644515606685	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 0 514 514

1644515606691	PolyGesture	InputEvent	SelectionChanged 311 311

1644515606691	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 309 3 2

1644515606695	PolyGesture	InputEvent	SelectionChanged 311 311

1644515606707	PolyGesture	InputEvent	BeginBatchEdit

1644515606709	PolyGesture	InputEvent	BeginBatchEdit

1644515606709	PolyGesture	InputEvent	BeginBatchEdit

1644515606710	PolyGesture	InputEvent	BeginBatchEdit

1644515606734	PolyGesture	InputEvent	BeginBatchEdit

1644515606735	PolyGesture	InputEvent	BeginBatchEdit

1644515606736	PolyGesture	InputEvent	BeginBatchEdit

1644515606737	PolyGesture	InputEvent	BeginBatchEdit

1644515606763	PolyGesture	InputEvent	BeginBatchEdit

1644515606764	PolyGesture	InputEvent	BeginBatchEdit

1644515606765	PolyGesture	InputEvent	BeginBatchEdit

1644515606766	PolyGesture	InputEvent	BeginBatchEdit

1644515606768	PolyGesture	InputEvent	BeginBatchEdit

1644515606769	PolyGesture	InputEvent	BeginBatchEdit

1644515606796	PolyGesture	InputEvent	BeginBatchEdit

1644515606797	PolyGesture	InputEvent	BeginBatchEdit

1644515606799	PolyGesture	InputEvent	BeginBatchEdit

1644515606800	PolyGesture	InputEvent	BeginBatchEdit

1644515606824	PolyGesture	InputEvent	BeginBatchEdit

1644515606825	PolyGesture	InputEvent	BeginBatchEdit

1644515607001	PolyGesture	InputEvent	BeginBatchEdit

1644515607004	PolyGesture	InputEvent	BeginBatchEdit

1644515607268	PolyGesture	InputEvent	TouchEvent (cursorPosition=311): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=924.0, y[0]=340.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89801398, downTime=89801398, deviceId=6, source=0x1002, displayId=0 }
1644515607315	PolyGesture	InputEvent	TouchEvent (cursorPosition=311): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=924.0, y[0]=340.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89801446, downTime=89801398, deviceId=6, source=0x1002, displayId=0 }
1644515607323	PolyGesture	InputEvent	SelectionChanged 435 435

1644515607349	PolyGesture	InputEvent	BeginBatchEdit

1644515607386	PolyGesture	InputEvent	BeginBatchEdit

1644515607574	PolyGesture	InputEvent	BeginBatchEdit

1644515607576	PolyGesture	InputEvent	BeginBatchEdit

1644515607602	PolyGesture	InputEvent	BeginBatchEdit

1644515608096	PolyGesture	InputEvent	SelectionChanged 436 436

1644515608105	PolyGesture	InputEvent	BeginBatchEdit

1644515608121	PolyGesture	InputEvent	BeginBatchEdit

1644515608324	PolyGesture	InputEvent	BeginBatchEdit

1644515608326	PolyGesture	InputEvent	BeginBatchEdit

1644515608804	PolyGesture	InputEvent	BeginBatchEdit

1644515608820	PolyGesture	InputEvent	SelectionChanged 0 0

1644515608821	PolyGesture	TaskCompleted	Cancella carattere in 9"615 seconds (at 89802954, effective time: 8"524)

***************************************


1644515608830	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644515608834	PolyGesture	InputEvent	SelectionChanged 435 435

1644515608835	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 435 1 0

1644515608839	PolyGesture	InputEvent	SelectionChanged 435 435

1644515608881	PolyGesture	InputEvent	BeginBatchEdit

1644515608886	PolyGesture	InputEvent	BeginBatchEdit

1644515608887	PolyGesture	InputEvent	BeginBatchEdit

1644515608888	PolyGesture	InputEvent	BeginBatchEdit

1644515608899	PolyGesture	InputEvent	BeginBatchEdit

1644515608899	PolyGesture	InputEvent	BeginBatchEdit

1644515608901	PolyGesture	InputEvent	BeginBatchEdit

1644515608902	PolyGesture	InputEvent	BeginBatchEdit

1644515608923	PolyGesture	InputEvent	BeginBatchEdit

1644515608926	PolyGesture	InputEvent	BeginBatchEdit

1644515608926	PolyGesture	InputEvent	BeginBatchEdit

1644515608927	PolyGesture	InputEvent	BeginBatchEdit

1644515609125	PolyGesture	InputEvent	BeginBatchEdit

1644515609126	PolyGesture	InputEvent	BeginBatchEdit

1644515609319	PolyGesture	InputEvent	BeginBatchEdit

1644515609330	PolyGesture	InputEvent	BeginBatchEdit

1644515609642	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=89803770, downTime=89803770, deviceId=-1, source=0x101, displayId=0 }

1644515609647	PolyGesture	InputEvent	BeginBatchEdit

1644515609710	PolyGesture	InputEvent	WindowFocusChanged false

1644515609725	PolyGesture	InputEvent	BeginBatchEdit

1644515609726	PolyGesture	InputEvent	BeginBatchEdit

1644515610417	PolyGesture	InputEvent	SelectionChanged 0 0

1644515610417	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644515610486	PolyGesture	InputEvent	SelectionChanged 0 0

1644515610487	PolyGesture	InputEvent	SelectionChanged 0 0

1644515610487	PolyGesture	TaskStarted	Cancella parola

1644515610488	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 534 534

1644515610492	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 0 534

1644515610495	PolyGesture	InputEvent	SelectionChanged 534 534

1644515610521	PolyGesture	InputEvent	FocusChanged true 130 null

1644515610542	PolyGesture	InputEvent	WindowFocusChanged true

1644515611853	PolyGesture	InputEvent	TouchEvent (cursorPosition=534): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=737.0, y[0]=82.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89805976, downTime=89805976, deviceId=6, source=0x1002, displayId=0 }
1644515611885	PolyGesture	InputEvent	TouchEvent (cursorPosition=534): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=737.0, y[0]=82.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89806016, downTime=89805976, deviceId=6, source=0x1002, displayId=0 }
1644515611897	PolyGesture	InputEvent	SelectionChanged 101 101

1644515611926	PolyGesture	InputEvent	BeginBatchEdit

1644515611926	PolyGesture	InputEvent	BeginBatchEdit

1644515611935	PolyGesture	InputEvent	BeginBatchEdit

1644515611942	PolyGesture	InputEvent	BeginBatchEdit

1644515612153	PolyGesture	InputEvent	BeginBatchEdit

1644515612154	PolyGesture	InputEvent	BeginBatchEdit

1644515612174	PolyGesture	InputEvent	BeginBatchEdit

1644515612626	PolyGesture	InputEvent	SelectionChanged 102 102

1644515612646	PolyGesture	InputEvent	BeginBatchEdit

1644515612655	PolyGesture	InputEvent	BeginBatchEdit

1644515612858	PolyGesture	InputEvent	BeginBatchEdit

1644515612860	PolyGesture	InputEvent	BeginBatchEdit

1644515613011	PolyGesture	InputEvent	SelectionChanged 103 103

1644515613043	PolyGesture	InputEvent	BeginBatchEdit

1644515613055	PolyGesture	InputEvent	BeginBatchEdit

1644515613259	PolyGesture	InputEvent	BeginBatchEdit

1644515613261	PolyGesture	InputEvent	BeginBatchEdit

1644515613284	PolyGesture	InputEvent	BeginBatchEdit

1644515614144	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=872.0, y[0]=100.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89808267, downTime=89808267, deviceId=6, source=0x1002, displayId=0 }
1644515614195	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=872.0, y[0]=100.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89808327, downTime=89808267, deviceId=6, source=0x1002, displayId=0 }
1644515614215	PolyGesture	InputEvent	SelectionChanged 165 165

1644515614217	PolyGesture	InputEvent	SelectionChanged 103 165

1644515614239	PolyGesture	InputEvent	BeginBatchEdit

1644515614244	PolyGesture	InputEvent	BeginBatchEdit

1644515614245	PolyGesture	InputEvent	BeginBatchEdit

1644515614248	PolyGesture	InputEvent	BeginBatchEdit

1644515614449	PolyGesture	InputEvent	BeginBatchEdit

1644515614451	PolyGesture	InputEvent	BeginBatchEdit

1644515614476	PolyGesture	InputEvent	BeginBatchEdit

1644515615018	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=905.0, y[0]=77.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89809149, downTime=89809149, deviceId=6, source=0x1002, displayId=0 }
1644515615067	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=905.0, y[0]=77.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89809198, downTime=89809149, deviceId=6, source=0x1002, displayId=0 }
1644515615079	PolyGesture	InputEvent	SelectionChanged 109 109

1644515615082	PolyGesture	InputEvent	SelectionChanged 103 109

1644515615095	PolyGesture	InputEvent	BeginBatchEdit

1644515615098	PolyGesture	InputEvent	BeginBatchEdit

1644515615098	PolyGesture	InputEvent	BeginBatchEdit

1644515615101	PolyGesture	InputEvent	BeginBatchEdit

1644515615303	PolyGesture	InputEvent	BeginBatchEdit

1644515616342	PolyGesture	InputEvent	BeginBatchEdit

1644515616344	PolyGesture	InputEvent	SelectionChanged 109 109

1644515616355	PolyGesture	InputEvent	SelectionChanged 0 0

1644515616357	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 528 528

1644515616363	PolyGesture	InputEvent	SelectionChanged 103 103

1644515616364	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 103 6 0

1644515616369	PolyGesture	InputEvent	SelectionChanged 103 103

1644515616388	PolyGesture	InputEvent	BeginBatchEdit

1644515616390	PolyGesture	InputEvent	BeginBatchEdit

1644515616392	PolyGesture	InputEvent	BeginBatchEdit

1644515616393	PolyGesture	InputEvent	BeginBatchEdit

1644515616401	PolyGesture	InputEvent	BeginBatchEdit

1644515616403	PolyGesture	InputEvent	BeginBatchEdit

1644515616605	PolyGesture	InputEvent	BeginBatchEdit

1644515617155	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=590.0, y[0]=233.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89811278, downTime=89811278, deviceId=6, source=0x1002, displayId=0 }
1644515617194	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=590.0, y[0]=233.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89811326, downTime=89811278, deviceId=6, source=0x1002, displayId=0 }
1644515617205	PolyGesture	InputEvent	SelectionChanged 308 308

1644515617228	PolyGesture	InputEvent	BeginBatchEdit

1644515617252	PolyGesture	InputEvent	BeginBatchEdit

1644515617463	PolyGesture	InputEvent	BeginBatchEdit

1644515617464	PolyGesture	InputEvent	BeginBatchEdit

1644515617486	PolyGesture	InputEvent	BeginBatchEdit

1644515617990	PolyGesture	InputEvent	SelectionChanged 257 257

1644515618017	PolyGesture	InputEvent	BeginBatchEdit

1644515618032	PolyGesture	InputEvent	BeginBatchEdit

1644515618236	PolyGesture	InputEvent	BeginBatchEdit

1644515618237	PolyGesture	InputEvent	BeginBatchEdit

1644515618259	PolyGesture	InputEvent	BeginBatchEdit

1644515619375	PolyGesture	InputEvent	TouchEvent (cursorPosition=257): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=721.0, y[0]=229.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89813497, downTime=89813497, deviceId=6, source=0x1002, displayId=0 }
1644515619427	PolyGesture	InputEvent	TouchEvent (cursorPosition=257): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=721.0, y[0]=229.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89813559, downTime=89813497, deviceId=6, source=0x1002, displayId=0 }
1644515619448	PolyGesture	InputEvent	SelectionChanged 263 263

1644515619450	PolyGesture	InputEvent	SelectionChanged 257 263

1644515619471	PolyGesture	InputEvent	BeginBatchEdit

1644515619473	PolyGesture	InputEvent	BeginBatchEdit

1644515619473	PolyGesture	InputEvent	BeginBatchEdit

1644515619475	PolyGesture	InputEvent	BeginBatchEdit

1644515619679	PolyGesture	InputEvent	BeginBatchEdit

1644515619680	PolyGesture	InputEvent	BeginBatchEdit

1644515619702	PolyGesture	InputEvent	BeginBatchEdit

1644515620383	PolyGesture	InputEvent	BeginBatchEdit

1644515620386	PolyGesture	InputEvent	SelectionChanged 263 263

1644515620396	PolyGesture	InputEvent	SelectionChanged 0 0

1644515620397	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 522 522

1644515620404	PolyGesture	InputEvent	SelectionChanged 257 257

1644515620405	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 257 6 0

1644515620410	PolyGesture	InputEvent	SelectionChanged 257 257

1644515620426	PolyGesture	InputEvent	BeginBatchEdit

1644515620427	PolyGesture	InputEvent	BeginBatchEdit

1644515620429	PolyGesture	InputEvent	BeginBatchEdit

1644515620430	PolyGesture	InputEvent	BeginBatchEdit

1644515620438	PolyGesture	InputEvent	BeginBatchEdit

1644515620440	PolyGesture	InputEvent	BeginBatchEdit

1644515620643	PolyGesture	InputEvent	BeginBatchEdit

