1644515278929	PolyGesture	ExperimentStarted	Asia
1644515286348	PolyGesture	InputEvent	BeginBatchEdit

1644515286349	PolyGesture	InputEvent	BeginBatchEdit

1644515286368	PolyGesture	InputEvent	BeginBatchEdit

1644515286369	PolyGesture	InputEvent	BeginBatchEdit

1644515286370	PolyGesture	InputEvent	BeginBatchEdit

1644515286371	PolyGesture	InputEvent	BeginBatchEdit

1644515286372	PolyGesture	InputEvent	BeginBatchEdit

1644515286374	PolyGesture	InputEvent	BeginBatchEdit

1644515286376	PolyGesture	InputEvent	BeginBatchEdit

1644515286376	PolyGesture	InputEvent	BeginBatchEdit

1644515286391	PolyGesture	InputEvent	BeginBatchEdit

1644515286579	PolyGesture	InputEvent	BeginBatchEdit

1644515286580	PolyGesture	InputEvent	BeginBatchEdit

1644515286922	PolyGesture	InputEvent	TouchEvent (cursorPosition=131): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=747.0, y[0]=322.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89481045, downTime=89481045, deviceId=6, source=0x1002, displayId=0 }
1644515286975	PolyGesture	InputEvent	TouchEvent (cursorPosition=131): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=747.0, y[0]=322.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89481106, downTime=89481045, deviceId=6, source=0x1002, displayId=0 }
1644515286986	PolyGesture	InputEvent	SelectionChanged 312 312

1644515287018	PolyGesture	InputEvent	BeginBatchEdit

1644515287043	PolyGesture	InputEvent	BeginBatchEdit

1644515287252	PolyGesture	InputEvent	BeginBatchEdit

1644515287254	PolyGesture	InputEvent	BeginBatchEdit

1644515287275	PolyGesture	InputEvent	BeginBatchEdit

1644515288078	PolyGesture	InputEvent	BeginBatchEdit

1644515288101	PolyGesture	InputEvent	SelectionChanged 0 0

1644515288103	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 0 514 514

1644515288110	PolyGesture	InputEvent	SelectionChanged 311 311

1644515288111	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 309 3 2

1644515288116	PolyGesture	InputEvent	SelectionChanged 311 311

1644515288130	PolyGesture	InputEvent	BeginBatchEdit

1644515288132	PolyGesture	InputEvent	BeginBatchEdit

1644515288133	PolyGesture	InputEvent	BeginBatchEdit

1644515288150	PolyGesture	InputEvent	BeginBatchEdit

1644515288151	PolyGesture	InputEvent	BeginBatchEdit

1644515288152	PolyGesture	InputEvent	BeginBatchEdit

1644515288152	PolyGesture	InputEvent	BeginBatchEdit

1644515288152	PolyGesture	InputEvent	BeginBatchEdit

1644515288163	PolyGesture	InputEvent	BeginBatchEdit

1644515288164	PolyGesture	InputEvent	BeginBatchEdit

1644515288165	PolyGesture	InputEvent	BeginBatchEdit

1644515288167	PolyGesture	InputEvent	BeginBatchEdit

1644515288168	PolyGesture	InputEvent	BeginBatchEdit

1644515288169	PolyGesture	InputEvent	BeginBatchEdit

1644515288184	PolyGesture	InputEvent	BeginBatchEdit

1644515288184	PolyGesture	InputEvent	BeginBatchEdit

1644515288186	PolyGesture	InputEvent	BeginBatchEdit

1644515288187	PolyGesture	InputEvent	BeginBatchEdit

1644515288194	PolyGesture	InputEvent	BeginBatchEdit

1644515288194	PolyGesture	InputEvent	BeginBatchEdit

1644515288388	PolyGesture	InputEvent	BeginBatchEdit

1644515288390	PolyGesture	InputEvent	BeginBatchEdit

1644515288705	PolyGesture	InputEvent	TouchEvent (cursorPosition=311): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=926.0, y[0]=420.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89482835, downTime=89482835, deviceId=6, source=0x1002, displayId=0 }
1644515288787	PolyGesture	InputEvent	TouchEvent (cursorPosition=311): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=926.0, y[0]=420.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89482918, downTime=89482835, deviceId=6, source=0x1002, displayId=0 }
1644515288796	PolyGesture	InputEvent	SelectionChanged 435 435

1644515288820	PolyGesture	InputEvent	BeginBatchEdit

1644515288839	PolyGesture	InputEvent	BeginBatchEdit

1644515289046	PolyGesture	InputEvent	BeginBatchEdit

1644515289048	PolyGesture	InputEvent	BeginBatchEdit

1644515289069	PolyGesture	InputEvent	BeginBatchEdit

1644515290172	PolyGesture	InputEvent	SelectionChanged 436 436

1644515290193	PolyGesture	InputEvent	BeginBatchEdit

1644515290205	PolyGesture	InputEvent	BeginBatchEdit

1644515290406	PolyGesture	InputEvent	BeginBatchEdit

1644515290408	PolyGesture	InputEvent	BeginBatchEdit

1644515291476	PolyGesture	InputEvent	BeginBatchEdit

1644515291506	PolyGesture	InputEvent	SelectionChanged 0 0

1644515291508	PolyGesture	TaskCompleted	Cancella carattere in 11"551 seconds (at 89485640, effective time: 10"056)

***************************************


1644515291516	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644515291521	PolyGesture	InputEvent	SelectionChanged 435 435

1644515291522	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 435 1 0

1644515291526	PolyGesture	InputEvent	SelectionChanged 435 435

1644515291535	PolyGesture	InputEvent	BeginBatchEdit

1644515291565	PolyGesture	InputEvent	BeginBatchEdit

1644515291566	PolyGesture	InputEvent	BeginBatchEdit

1644515291567	PolyGesture	InputEvent	BeginBatchEdit

1644515291581	PolyGesture	InputEvent	BeginBatchEdit

1644515291583	PolyGesture	InputEvent	BeginBatchEdit

1644515291585	PolyGesture	InputEvent	BeginBatchEdit

1644515291587	PolyGesture	InputEvent	BeginBatchEdit

1644515291587	PolyGesture	InputEvent	BeginBatchEdit

1644515291589	PolyGesture	InputEvent	BeginBatchEdit

1644515291590	PolyGesture	InputEvent	BeginBatchEdit

1644515291590	PolyGesture	InputEvent	BeginBatchEdit

1644515291789	PolyGesture	InputEvent	BeginBatchEdit

1644515291791	PolyGesture	InputEvent	BeginBatchEdit

1644515291994	PolyGesture	InputEvent	BeginBatchEdit

1644515292007	PolyGesture	InputEvent	BeginBatchEdit

1644515292404	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=89486532, downTime=89486532, deviceId=-1, source=0x101, displayId=0 }

1644515292407	PolyGesture	InputEvent	BeginBatchEdit

1644515292448	PolyGesture	InputEvent	WindowFocusChanged false

1644515292495	PolyGesture	InputEvent	BeginBatchEdit

1644515292496	PolyGesture	InputEvent	BeginBatchEdit

1644515293226	PolyGesture	InputEvent	SelectionChanged 0 0

1644515293226	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644515293231	PolyGesture	InputEvent	SelectionChanged 0 0

1644515293232	PolyGesture	InputEvent	SelectionChanged 0 0

1644515293232	PolyGesture	TaskStarted	Cancella parola

1644515293233	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 534 534

1644515293236	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 0 534

1644515293240	PolyGesture	InputEvent	SelectionChanged 534 534

1644515293253	PolyGesture	InputEvent	FocusChanged true 130 null

1644515293275	PolyGesture	InputEvent	WindowFocusChanged true

1644515293284	PolyGesture	InputEvent	BeginBatchEdit

1644515293285	PolyGesture	InputEvent	BeginBatchEdit

1644515294467	PolyGesture	InputEvent	TouchEvent (cursorPosition=534): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=846.0, y[0]=176.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89488576, downTime=89488576, deviceId=6, source=0x1002, displayId=0 }
1644515294505	PolyGesture	InputEvent	TouchEvent (cursorPosition=534): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=846.0, y[0]=176.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89488617, downTime=89488576, deviceId=6, source=0x1002, displayId=0 }
1644515294517	PolyGesture	InputEvent	SelectionChanged 164 164

1644515294534	PolyGesture	InputEvent	BeginBatchEdit

1644515294592	PolyGesture	InputEvent	TouchEvent (cursorPosition=164): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=846.0, y[0]=175.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89488714, downTime=89488714, deviceId=6, source=0x1002, displayId=0 }
1644515294600	PolyGesture	InputEvent	SelectionChanged 161 170

1644515294601	PolyGesture	InputEvent	BeginBatchEdit

1644515294601	PolyGesture	InputEvent	BeginBatchEdit

1644515294602	PolyGesture	InputEvent	BeginBatchEdit

1644515294608	PolyGesture	InputEvent	BeginBatchEdit

1644515294643	PolyGesture	InputEvent	BeginBatchEdit

1644515294653	PolyGesture	InputEvent	TouchEvent (cursorPosition=161): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=846.0, y[0]=175.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89488777, downTime=89488714, deviceId=6, source=0x1002, displayId=0 }
1644515294667	PolyGesture	InputEvent	BeginBatchEdit

1644515294708	PolyGesture	InputEvent	BeginBatchEdit

1644515294709	PolyGesture	InputEvent	BeginBatchEdit

1644515294722	PolyGesture	InputEvent	BeginBatchEdit

1644515294723	PolyGesture	InputEvent	BeginBatchEdit

1644515294732	PolyGesture	InputEvent	BeginBatchEdit

1644515294732	PolyGesture	InputEvent	BeginBatchEdit

1644515294924	PolyGesture	InputEvent	BeginBatchEdit

1644515295171	PolyGesture	InputEvent	TouchEvent (cursorPosition=161): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=823.0, y[0]=145.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89489294, downTime=89489294, deviceId=6, source=0x1002, displayId=0 }
1644515295216	PolyGesture	InputEvent	TouchEvent (cursorPosition=161): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=823.0, y[0]=145.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89489348, downTime=89489294, deviceId=6, source=0x1002, displayId=0 }
1644515295228	PolyGesture	InputEvent	SelectionChanged 106 106

1644515295258	PolyGesture	InputEvent	BeginBatchEdit

1644515295291	PolyGesture	InputEvent	BeginBatchEdit

1644515295349	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=835.0, y[0]=140.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89489474, downTime=89489474, deviceId=6, source=0x1002, displayId=0 }
1644515295365	PolyGesture	InputEvent	SelectionChanged 103 109

1644515295379	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=835.0, y[0]=140.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89489509, downTime=89489474, deviceId=6, source=0x1002, displayId=0 }
1644515295384	PolyGesture	InputEvent	BeginBatchEdit

1644515295385	PolyGesture	InputEvent	BeginBatchEdit

1644515295598	PolyGesture	InputEvent	BeginBatchEdit

1644515296325	PolyGesture	InputEvent	BeginBatchEdit

1644515296349	PolyGesture	InputEvent	SelectionChanged 109 109

1644515296364	PolyGesture	InputEvent	SelectionChanged 0 0

1644515296366	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 528 528

1644515296370	PolyGesture	InputEvent	SelectionChanged 103 103

1644515296371	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 103 6 0

1644515296375	PolyGesture	InputEvent	SelectionChanged 103 103

1644515296383	PolyGesture	InputEvent	BeginBatchEdit

1644515296387	PolyGesture	InputEvent	BeginBatchEdit

1644515296392	PolyGesture	InputEvent	BeginBatchEdit

1644515296397	PolyGesture	InputEvent	BeginBatchEdit

1644515296400	PolyGesture	InputEvent	BeginBatchEdit

1644515296401	PolyGesture	InputEvent	BeginBatchEdit

1644515296403	PolyGesture	InputEvent	BeginBatchEdit

1644515296603	PolyGesture	InputEvent	BeginBatchEdit

1644515297200	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=645.0, y[0]=299.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89491322, downTime=89491322, deviceId=6, source=0x1002, displayId=0 }
1644515297253	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=645.0, y[0]=299.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89491384, downTime=89491322, deviceId=6, source=0x1002, displayId=0 }
1644515297264	PolyGesture	InputEvent	SelectionChanged 311 311

1644515297281	PolyGesture	InputEvent	BeginBatchEdit

1644515297301	PolyGesture	InputEvent	BeginBatchEdit

1644515297343	PolyGesture	InputEvent	TouchEvent (cursorPosition=311): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=644.0, y[0]=299.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89491468, downTime=89491468, deviceId=6, source=0x1002, displayId=0 }
1644515297359	PolyGesture	InputEvent	SelectionChanged 309 313

1644515297373	PolyGesture	InputEvent	BeginBatchEdit

1644515297375	PolyGesture	InputEvent	BeginBatchEdit

1644515297406	PolyGesture	InputEvent	TouchEvent (cursorPosition=309): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=644.0, y[0]=299.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89491538, downTime=89491468, deviceId=6, source=0x1002, displayId=0 }
1644515297599	PolyGesture	InputEvent	BeginBatchEdit

1644515298348	PolyGesture	InputEvent	TouchEvent (cursorPosition=309): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=659.0, y[0]=289.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89492471, downTime=89492471, deviceId=6, source=0x1002, displayId=0 }
1644515298393	PolyGesture	InputEvent	TouchEvent (cursorPosition=309): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=659.0, y[0]=289.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89492524, downTime=89492471, deviceId=6, source=0x1002, displayId=0 }
1644515298432	PolyGesture	InputEvent	SelectionChanged 312 312

1644515298458	PolyGesture	InputEvent	BeginBatchEdit

1644515298481	PolyGesture	InputEvent	TouchEvent (cursorPosition=312): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=665.0, y[0]=267.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89492608, downTime=89492608, deviceId=6, source=0x1002, displayId=0 }
